,GSM5747118,GSM5746994,GSM5747115,GSM5747116,GSM5747222,GSM5747242,GSM5747136,GSM5746962,GSM5747001,GSM5747171,GSM5746985,GSM5747004,GSM5747243,GSM5747145,GSM5747194,GSM5747193,GSM5747006,GSM5747054,GSM5746996,GSM5747086,GSM5747110,GSM5746982,GSM5746979,GSM5747098,GSM5747120,GSM5747100,GSM5747003,GSM5747126,GSM5746991,GSM5747081,GSM5747214,GSM5747073,GSM5747159,GSM5747014,GSM5747254,GSM5747212,GSM5747168,GSM5747071,GSM5747101,GSM5747238,GSM5747127,GSM5747055,GSM5747251,GSM5747044,GSM5747197,GSM5747027,GSM5747058,GSM5747233,GSM5746978,GSM5747087,GSM5746997,GSM5747112,GSM5747048,GSM5747095,GSM5747216,GSM5747056,GSM5747142,GSM5747220,GSM5746980,GSM5747037,GSM5747203,GSM5747065,GSM5747002,GSM5747150,GSM5747211,GSM5746966,GSM5747082,GSM5746964,GSM5747187,GSM5747192,GSM5747229,GSM5747030,GSM5747138,GSM5746999,GSM5747021,GSM5747063,GSM5747067,GSM5747031,GSM5747228,GSM5747070,GSM5747059,GSM5747097,GSM5747250,GSM5747010,GSM5747061,GSM5747080,GSM5747173,GSM5747213,GSM5747062,GSM5747165,GSM5747057,GSM5747230,GSM5746976,GSM5746968,GSM5747133,GSM5747105,GSM5747161,GSM5747009,GSM5746965,GSM5747051,GSM5747224,GSM5747205,GSM5747221,GSM5747239,GSM5746995,GSM5747135,GSM5747029,GSM5747218,GSM5747053,GSM5747076,GSM5746977,GSM5747209,GSM5747158,GSM5747259,GSM5747219,GSM5747149,GSM5747162,GSM5747026,GSM5747174,GSM5747199,GSM5747089,GSM5747125,GSM5747007,GSM5747049,GSM5747151,GSM5747104,GSM5746963,GSM5747252,GSM5746993,GSM5747234,GSM5747015,GSM5747227,GSM5747077,GSM5746986,GSM5746992,GSM5747152,GSM5747184,GSM5747247,GSM5747248,GSM5746972,GSM5747236,GSM5747163,GSM5747164,GSM5747060,GSM5747117,GSM5747195,GSM5747186,GSM5747210,GSM5746989,GSM5747129,GSM5747019,GSM5747016,GSM5747245,GSM5747033,GSM5747018,GSM5747091,GSM5747123,GSM5747005,GSM5747157,GSM5746983,GSM5747121,GSM5747088,GSM5747189,GSM5747143,GSM5747102,GSM5747107,GSM5747032,GSM5747020,GSM5747012,GSM5747255,GSM5747092,GSM5747235,GSM5747043,GSM5746988,GSM5747072,GSM5747094,GSM5747147,GSM5747172,GSM5747124,GSM5747148,GSM5747240,GSM5747013,GSM5747039,GSM5747155,GSM5747047,GSM5747078,GSM5747131,GSM5747170,GSM5747182,GSM5747246,GSM5747167,GSM5746987,GSM5747217,GSM5747017,GSM5747036,GSM5747035,GSM5747179,GSM5747041,GSM5747050,GSM5747085,GSM5747257,GSM5746984,GSM5747180,GSM5747134,GSM5746981,GSM5747223,GSM5747045,GSM5747169,GSM5747139,GSM5747144,GSM5746969,GSM5747064,GSM5747103,GSM5747108,GSM5747154,GSM5747206,GSM5747225,GSM5746967,GSM5747119,GSM5746998,GSM5747023,GSM5747069,GSM5747084,GSM5747093,GSM5747128,GSM5747099,GSM5746961,GSM5747106,GSM5747000,GSM5746974,GSM5747208,GSM5747066,GSM5747111,GSM5747141,GSM5747190,GSM5747196,GSM5747074,GSM5747191,GSM5747075,GSM5747231,GSM5746990,GSM5747249,GSM5747237,GSM5747028,GSM5747153,GSM5746970,GSM5747201,GSM5747083,GSM5747090,GSM5747181,GSM5747200,GSM5747068,GSM5747188,GSM5747011,GSM5747114,GSM5747096,GSM5747156,GSM5747079,GSM5747122,GSM5747025,GSM5747183,GSM5747185,GSM5746975,GSM5747226,GSM5747202,GSM5746973,GSM5747207,GSM5747109,GSM5747130,GSM5747008,GSM5747052,GSM5747132,GSM5747177,GSM5747024,GSM5747256,GSM5747241,GSM5747260,GSM5747113,GSM5747204,GSM5747253,GSM5747175,GSM5747042,GSM5747176,GSM5746971,GSM5747137,GSM5747232,GSM5747022,GSM5747146,GSM5747258,GSM5747046,GSM5747166,GSM5747215,GSM5747034,GSM5747160,GSM5747178,GSM5747244,GSM5747140,GSM5747198,GSM5747038,GSM5747040
FSTL1,9.115,10.9,11.145,10.85,10.29,11.15,11.055,10.835,12.305,11.045,12.335,11.32,10.205,10.335,10.425,8.91,10.72,10.12,10.775,10.145,9.245,10.42,10.19,10.545,11.165,9.57,10.015,9.575,9.755,9.18,9.94,9.095,9.55,9.2,9.13,9.31,9.305,9.59,9.04,9.42,8.825,8.585,8.855,8.44,8.505,9.065,9.775,9.775,10.46,9.585,10.43,9.92,9.93,10.205,9.055,9.9,10.33,9.235,9.11,10.04,9.545,9.55,10.98,9.45,9.58,9.95,10.21,10.325,9.72,9.535,10.105,9.815,9.815,9.835,10.405,9.705,9.55,9.825,9.475,9.89,10.19,9.735,10.67,9.355,9.895,9.675,9.425,9.48,9.495,9.235,9.24,9.445,9.47,10.395,10.07,9.965,9.535,9.59,9.29,9.15,8.81,10.075,9.765,10.89,10.04,10.485,9.985,9.235,9.85,10.09,9.86,9.87,10.005,8.895,8.125,9.5,8.5,9.55,9.4,8.78,10.345,10.69,8.335,8.18,7.995,10.72,9.25,9.525,8.62,9.655,9.32,9.57,8.75,8.875,9.805,9.4,9.905,8.805,9.995,9.14,10.22,9.175,9.23,10.13,9.995,9.68,9.34,9.085,8.995,9.625,9.195,9.3,9.365,9.51,10.09,9.24,9.7,8.905,9.27,9.535,8.88,9.075,9.56,9.3,8.885,9.15,9.22,9.45,9.955,9.485,9.42,9.77,8.94,8.715,9.96,8.675,9.07,8.755,8.89,9.64,9.79,9.175,9.22,8.65,8.665,8.22,8.49,8.555,9.03,8.66,9.445,9.4,8.325,9.01,8.66,8.8,8.575,8.89,8.99,9.06,7.97,8.575,9.0,9.11,8.99,9.475,9.025,9.02,8.635,9.05,9.04,9.025,9.17,9.095,9.065,8.81,9.055,8.745,9.03,9.14,8.665,8.67,8.52,8.79,9.485,9.245,9.49,9.325,10.075,9.175,8.995,8.835,9.4,8.935,8.8,8.995,9.07,9.35,9.5,9.33,9.265,8.41,9.475,9.07,9.16,8.55,8.97,8.85,8.49,9.23,9.735,9.07,8.985,9.525,9.085,8.795,8.55,8.84,9.815,8.655,9.205,8.485,8.67,9.255,9.055,9.08,9.58,9.615,9.25,9.6,9.2,8.925,9.005,8.38,8.41,9.265,10.055,8.38,8.06,8.235,8.535,8.74,8.225,9.215,8.685,8.875,8.52,8.72,8.4,8.56,8.6,10.225,8.615,8.715,8.7,8.56,8.93,9.3,8.57,8.19
CTHRC1,8.188,7.85,8.942,8.554,8.424,8.568,9.57,8.416,9.378,7.894,9.458,8.75,5.486,6.63,7.932,5.894,7.516,6.948,7.082,6.984,5.784,7.348,6.824,7.028,7.91,5.996,6.348,6.072,6.758,6.806,7.276,6.68,7.34,6.348,6.278,6.558,5.886,5.892,5.784,6.672,6.252,5.816,6.044,6.412,5.942,7.268,7.66,7.308,8.388,7.398,7.598,7.436,7.264,7.19,6.822,5.88,6.274,6.916,6.08,6.784,6.428,6.604,8.116,7.012,6.664,6.474,6.88,7.142,6.516,6.822,6.474,6.0,6.292,6.202,7.094,6.248,6.232,6.338,6.284,6.284,6.588,6.436,6.694,6.272,6.738,5.768,5.918,6.19,6.032,5.68,5.674,6.068,6.344,6.942,6.302,6.312,6.084,6.336,6.078,6.09,6.9,7.292,6.95,7.886,6.342,7.002,6.73,6.446,6.796,6.94,6.834,7.046,7.392,6.72,5.742,7.246,6.75,6.78,5.912,6.164,6.792,7.036,6.12,5.206,4.734,5.662,5.626,5.456,5.03,5.192,5.246,5.722,4.754,5.054,5.174,5.596,5.968,4.952,5.802,5.01,5.598,6.322,5.852,5.866,6.446,5.992,6.006,5.69,5.168,5.684,5.552,5.626,5.822,6.082,6.57,5.85,5.902,5.658,5.766,5.606,5.444,5.67,5.85,5.572,5.52,5.418,6.004,6.192,6.15,5.94,5.692,5.966,5.21,5.364,5.942,5.042,5.046,5.196,5.244,5.3,4.882,5.178,5.182,4.712,4.418,4.404,4.378,4.458,4.756,4.682,5.382,5.646,5.17,5.342,5.166,5.292,4.85,4.898,5.078,5.196,4.92,5.468,5.392,4.838,4.94,5.346,5.138,5.274,5.078,5.11,5.068,5.22,5.272,4.818,5.484,5.312,5.482,5.03,5.092,4.974,5.336,5.03,5.04,5.322,5.68,5.206,5.024,5.17,6.514,5.842,5.538,5.39,5.438,5.178,5.432,5.636,5.732,5.992,5.754,5.762,5.746,5.424,5.582,5.772,5.82,6.17,6.118,6.362,5.842,5.782,6.988,5.93,5.998,6.492,5.478,5.346,5.276,5.578,6.314,6.18,6.38,5.792,5.478,5.69,5.824,6.098,6.402,5.85,5.55,6.232,5.606,5.42,5.702,5.17,5.064,4.93,5.868,5.118,4.214,4.204,5.316,5.316,5.338,4.73,4.69,5.054,5.106,4.888,4.82,4.542,4.76,5.476,5.034,4.992,5.06,4.98,5.0,5.322,4.686,4.528
FAP,8.17,8.38,9.67,9.12,8.76,9.1,10.04,8.81,10.16,8.31,10.1,9.07,6.94,8.55,8.19,5.72,7.01,5.89,5.9,5.69,3.95,6.92,5.98,6.36,7.86,5.45,5.98,5.24,5.15,4.99,5.86,4.88,5.5,4.86,4.98,4.97,4.61,4.59,4.14,5.36,5.25,4.49,4.83,6.34,5.19,6.47,7.29,6.71,8.21,6.6,7.12,6.57,7.05,7.04,6.69,6.55,6.88,5.66,4.51,5.47,4.92,5.76,6.72,6.19,6.06,5.6,6.28,6.08,4.95,5.9,5.33,5.41,5.41,5.12,6.44,5.89,5.77,6.26,5.73,5.56,5.69,5.58,5.64,4.91,5.5,5.54,4.85,5.05,4.98,4.62,4.79,5.09,5.33,5.34,5.07,5.32,5.53,5.44,5.17,5.06,6.3,7.39,6.27,7.0,6.48,6.7,6.39,6.09,6.24,6.35,6.11,6.5,6.74,5.68,4.81,5.46,5.57,5.91,5.39,4.35,6.02,6.24,3.83,3.96,4.08,5.28,4.53,4.28,3.54,3.55,3.57,3.84,3.5,3.49,3.59,3.96,4.02,3.7,3.74,3.69,3.68,4.8,4.27,4.36,4.62,4.17,4.06,4.02,3.91,4.24,4.0,4.17,4.16,5.07,5.3,4.51,4.8,4.31,4.34,3.58,3.81,3.9,3.77,3.86,3.8,3.52,4.28,4.6,3.88,4.18,3.63,4.08,4.3,4.2,4.86,3.93,3.72,4.1,3.83,3.8,3.9,4.06,3.71,3.7,3.33,3.38,3.38,3.68,3.88,3.54,4.06,3.95,3.46,3.96,3.84,3.66,3.47,3.55,3.68,3.82,3.68,4.01,3.91,3.79,3.63,3.96,3.7,3.89,3.86,3.75,3.92,3.89,3.91,3.8,4.13,3.79,4.04,3.76,4.23,3.72,4.08,3.56,3.91,3.81,4.23,4.14,4.01,4.41,4.92,4.46,4.01,4.3,3.94,3.76,3.91,4.46,4.66,4.56,4.62,4.43,3.97,3.88,4.37,4.1,4.18,4.15,4.18,4.39,4.04,3.68,5.05,3.96,3.75,4.69,3.62,3.81,3.56,3.84,4.33,3.71,3.93,3.85,3.65,4.17,4.14,4.08,4.23,3.42,3.51,3.76,3.66,3.35,3.43,4.22,3.94,3.71,4.33,3.84,3.71,3.51,3.6,3.77,3.58,3.36,3.85,4.11,3.88,3.53,3.86,3.45,3.67,3.51,3.25,3.48,3.54,3.28,3.65,3.64,3.56,3.33
COL5A1,10.47,9.5875,10.0775,9.37,9.1225,9.8425,11.5225,10.5325,12.2925,9.7,11.73,10.6375,8.0725,7.99,7.8975,7.1725,8.2325,8.2025,9.2275,9.245,7.6,9.1475,9.12,9.7625,9.975,8.06,8.455,8.11,7.8,7.685,8.4175,7.6625,8.1175,7.4625,7.4775,7.595,7.475,7.5275,7.1525,7.885,7.1875,6.9175,7.2025,8.5125,7.6175,8.0375,8.8825,8.9075,10.0725,9.135,10.0125,9.4125,8.295,7.945,7.6675,7.5825,8.2625,7.975,7.255,8.0125,7.1775,7.6525,8.5275,7.49,7.6925,7.735,8.095,7.7875,7.095,7.42,7.915,7.56,7.1825,7.645,8.6325,7.87,7.5225,7.9225,7.2675,7.4375,7.8375,7.6775,7.5425,6.9725,7.3425,7.5425,7.075,7.4775,7.3125,7.1125,6.9125,7.55,7.175,8.025,7.665,7.4275,7.31,7.195,7.285,7.045,7.7275,8.105,7.43,8.9975,7.48,7.46,7.9375,7.2825,7.7025,7.945,7.3325,7.51,8.165,6.82,7.24,7.32,7.5225,7.62,7.2925,7.4825,8.855,9.21,7.035,6.7275,6.5825,8.6775,7.57,7.9575,6.8475,7.93,7.6725,7.9475,6.88,7.055,7.99,7.3875,7.455,6.5575,7.85,7.155,8.015,7.0275,6.9025,7.195,7.1825,6.7475,6.9025,6.55,6.55,6.875,6.7,6.7025,6.7325,6.9725,7.495,7.01,7.065,7.405,7.6,7.715,7.3825,6.945,6.8575,7.3175,6.9075,6.805,7.215,7.3975,7.0,7.0075,6.985,7.3725,7.33,6.88,8.0375,7.0525,7.3625,6.84,6.9925,7.1275,7.2025,7.13,6.975,6.73,6.565,6.4375,6.445,6.7325,7.0725,6.7375,7.42,7.4675,6.545,7.0175,6.65,6.6325,6.5125,6.6275,6.89,6.955,6.44,6.8475,6.8375,6.545,6.575,6.9575,6.725,6.705,6.5275,7.01,6.865,6.965,6.8275,6.725,6.83,6.8725,7.065,6.855,6.98,6.765,6.905,6.695,6.67,7.2275,7.1975,7.01,7.215,6.99,7.74,7.095,6.665,6.8575,7.025,6.9825,6.92,6.9375,7.1625,7.4675,7.455,7.3525,6.9975,6.6725,7.3375,6.9925,7.06,7.06,7.085,7.0425,6.9775,7.2425,7.6,6.75,6.805,7.385,6.7775,6.8325,6.625,6.7225,7.5625,6.9525,7.0525,6.515,6.54,6.9875,6.7425,6.8725,6.9325,6.58,6.74,7.56,6.9475,6.7675,6.825,6.7075,6.7475,6.885,8.07,5.995,6.12,6.3125,6.5075,6.59,6.2175,6.375,6.505,6.8175,6.4125,6.61,6.5975,6.4725,6.4225,7.435,6.545,6.6425,6.4525,6.4425,6.46,6.6775,6.3775,6.51
COL5A2,7.615,7.325,8.41666666666667,7.575,6.915,7.34,8.68833333333333,8.135,9.65833333333333,7.38,9.15666666666667,8.30166666666667,6.02166666666667,6.31,6.335,5.82,6.36,6.08833333333333,7.04666666666667,6.74166666666667,5.94833333333333,6.74333333333333,6.285,6.67666666666667,7.82,6.14,6.34,6.02166666666667,6.07666666666667,6.14166666666667,6.64166666666667,6.04333333333333,6.40333333333333,5.88666666666667,5.67166666666667,5.775,5.57166666666667,5.81,5.60833333333333,6.00333333333333,5.765,5.56666666666667,5.615,6.09166666666667,5.82833333333333,6.56166666666667,7.08166666666667,6.71833333333333,7.78166666666667,7.15333333333333,7.66,6.97666666666667,6.46666666666667,6.205,5.85833333333333,5.76,6.365,5.84833333333333,5.66,6.17833333333333,5.69333333333333,5.84,6.85666666666667,6.12,6.04,5.85833333333333,6.22833333333333,5.96333333333333,5.45,5.775,5.885,5.94666666666667,5.64833333333333,5.77833333333333,6.36333333333333,5.77,5.735,5.95666666666667,5.69333333333333,5.86833333333333,5.865,5.85,5.83333333333333,5.43666666666667,5.77,6.25666666666667,5.50833333333333,5.67833333333333,5.79833333333333,5.59166666666667,5.57333333333333,5.74666666666667,5.64833333333333,6.10666666666667,5.78833333333333,5.76,5.80166666666667,5.54833333333333,5.695,5.58666666666667,5.70833333333333,6.24666666666667,5.81833333333333,6.70666666666667,5.80333333333333,5.965,5.65333333333333,5.665,5.75666666666667,5.93666666666667,5.73333333333333,5.985,6.29,5.56833333333333,5.50166666666667,6.255,5.61833333333333,6.20666666666667,5.59666666666667,5.66833333333333,6.65666666666667,6.66,5.40333333333333,4.99166666666667,5.11666666666667,6.34166666666667,5.745,5.83,5.255,5.94166666666667,5.94166666666667,6.01,5.38166666666667,5.48166666666667,5.925,5.81166666666667,5.81666666666667,5.145,6.02333333333333,5.63833333333333,5.87666666666667,5.39666666666667,5.56333333333333,5.56166666666667,5.80333333333333,5.25333333333333,5.50666666666667,5.36166666666667,5.08,5.51666666666667,5.455,5.42166666666667,5.43666666666667,5.77,5.895,5.53833333333333,5.7,5.615,5.83,5.69333333333333,5.795,5.47666666666667,5.475,5.755,5.45666666666667,5.49,5.70333333333333,5.81,5.60333333333333,5.495,5.60833333333333,5.86333333333333,5.88,5.44166666666667,6.12666666666667,5.38166666666667,5.49166666666667,5.29,5.31166666666667,5.53,5.40666666666667,5.55666666666667,5.41,5.37833333333333,5.45666666666667,5.17,5.16,5.33666666666667,5.60833333333333,5.36666666666667,5.55833333333333,5.50666666666667,4.975,5.48666666666667,5.37166666666667,5.24833333333333,5.00833333333333,5.30666666666667,5.39666666666667,5.35833333333333,4.99,5.33166666666667,5.47,5.29166666666667,5.29333333333333,5.46833333333333,5.27,5.30333333333333,5.32,5.60833333333333,5.53666666666667,5.565,5.40833333333333,5.25166666666667,5.43,5.39333333333333,5.43666666666667,5.12666666666667,5.42,5.38166666666667,5.41,5.32666666666667,5.325,5.62833333333333,5.61,5.53166666666667,5.62333333333333,5.52166666666667,6.11166666666667,5.51,5.26666666666667,5.53333333333333,5.61,5.49833333333333,5.405,5.47,5.38,5.525,5.63666666666667,5.39666666666667,5.45333333333333,5.145,5.515,5.41,5.44166666666667,5.45333333333333,5.56333333333333,5.775,5.36666666666667,5.75333333333333,6.07833333333333,5.55166666666667,5.495,5.86333333333333,5.53666666666667,5.34333333333333,5.28166666666667,5.51,5.985,5.35166666666667,5.66166666666667,5.30666666666667,5.295,5.62166666666667,5.34666666666667,5.47,5.695,5.55166666666667,5.29333333333333,5.83333333333333,5.33666666666667,5.41,5.61166666666667,5.38166666666667,5.13166666666667,5.29666666666667,5.78,5.13666666666667,5.14166666666667,5.195,5.115,5.49666666666667,5.28833333333333,5.315,5.165,5.32166666666667,5.19833333333333,5.18333333333333,5.19666666666667,5.15166666666667,5.33833333333333,5.545,5.25,5.36666666666667,5.155,5.16166666666667,5.35166666666667,5.43666666666667,5.10333333333333,5.12333333333333
COL1A1,10.396,10.338,11.074,10.118,9.39,9.428,11.156,11.078,12.088,9.914,11.982,11.176,8.016,7.728,8.31,6.308,8.452,8.774,9.998,10.084,9.03,9.94,9.006,9.51,10.404,8.746,9.026,8.422,9.032,9.004,9.94,9.174,9.558,8.422,7.76,8.184,8.004,8.074,7.548,8.83,7.98,7.666,7.96,8.53,8.63,9.052,10.522,10.112,11.188,10.556,10.788,10.226,8.616,8.534,8.0,7.242,8.544,7.638,7.712,8.344,7.602,8.396,9.698,7.976,8.092,8.012,8.272,8.172,7.116,7.366,7.398,6.954,6.672,7.956,8.836,7.966,7.666,8.096,7.766,7.674,7.952,7.766,7.83,7.15,7.376,7.384,7.114,7.38,7.282,6.816,7.082,7.694,7.8,8.246,7.878,7.676,7.392,7.2,7.23,7.178,7.432,8.382,7.864,8.898,7.542,7.732,7.842,7.436,7.826,8.014,7.488,7.186,8.17,6.194,6.652,7.662,6.9,7.43,7.372,7.648,9.122,9.446,6.052,6.118,6.104,9.064,7.672,7.246,7.154,7.612,6.694,6.812,6.356,6.316,7.036,6.83,7.034,6.282,7.356,6.526,7.158,6.222,6.368,6.996,7.172,6.828,6.642,6.576,6.034,6.756,6.376,6.344,6.328,6.86,7.6,6.7,6.868,7.37,7.416,7.376,7.294,6.656,6.842,7.324,6.798,6.718,7.622,7.542,7.394,7.144,7.16,7.434,6.688,6.42,7.84,6.81,7.012,6.588,6.672,6.994,6.93,7.004,6.944,6.204,6.108,5.92,5.944,6.43,6.544,6.236,6.49,6.48,6.142,6.418,6.306,6.128,6.068,6.338,6.738,6.632,6.158,6.474,6.734,6.398,6.21,6.468,6.404,6.424,5.908,6.248,6.288,6.552,6.596,6.42,6.638,6.39,6.576,6.286,6.724,6.788,6.62,6.288,6.37,6.956,7.102,7.056,6.938,6.778,7.992,7.062,6.676,7.07,7.178,6.944,7.216,6.838,7.036,7.186,7.428,7.024,6.81,6.464,6.844,6.834,6.7,6.97,6.912,7.332,7.072,7.494,7.592,6.596,6.636,7.308,6.324,6.29,6.38,6.64,7.854,6.408,6.856,5.998,6.12,6.284,6.55,6.466,6.68,6.49,6.304,6.65,6.762,6.34,6.74,6.396,6.042,6.092,6.584,5.76,5.514,5.82,6.048,6.172,6.018,5.762,6.028,6.386,6.056,5.978,5.78,5.664,5.936,6.756,6.094,6.012,6.138,5.834,5.968,6.348,6.044,5.912
COL1A2,10.1416666666667,10.9783333333333,11.805,11.0866666666667,10.6916666666667,10.8666666666667,11.7783333333333,11.2816666666667,12.5833333333333,11.12,12.6866666666667,11.665,9.47166666666667,9.76333333333333,9.58833333333333,7.84666666666667,10.2283333333333,9.94333333333333,10.35,10.375,9.23166666666667,10.6683333333333,9.73,10.2966666666667,11.3583333333333,9.36166666666667,9.81333333333333,9.27666666666667,10.04,9.45333333333333,10.3766666666667,9.67,9.99166666666667,9.17666666666667,8.59,8.84333333333333,9.04,9.05,8.63,9.665,8.62666666666667,8.545,8.98666666666667,8.865,8.87,9.725,10.88,10.415,11.3866666666667,10.7983333333333,11.025,10.4683333333333,9.80333333333333,9.96666666666667,9.01166666666667,8.67833333333333,9.64833333333333,8.72666666666667,8.72666666666667,9.49166666666667,8.90833333333333,8.90666666666667,10.3716666666667,9.02666666666667,9.13333333333333,9.40833333333333,9.41833333333333,9.63,8.40666666666667,8.60833333333333,9.49833333333333,8.74666666666667,8.61833333333333,8.905,9.76666666666667,9.00666666666667,8.81333333333333,9.11166666666667,8.61666666666667,8.92833333333333,9.09166666666667,9.05333333333333,9.035,8.375,8.90166666666667,8.87666666666667,8.34833333333333,8.80666666666667,9.05666666666667,8.535,8.54666666666667,8.84666666666667,9.005,9.69833333333333,9.27333333333333,9.18,8.73,8.675,8.435,8.335,8.565,9.86666666666667,9.19,10.69,8.985,9.295,9.11166666666667,8.615,9.14,9.33666666666667,9.1,8.90333333333333,9.755,8.225,7.87,8.785,8.44166666666667,9.19666666666667,8.625,9.185,9.97166666666667,10.1816666666667,7.55833333333333,6.855,6.55666666666667,9.75833333333333,8.48166666666667,8.46,7.85833333333333,9.18666666666667,8.32333333333333,8.85666666666667,7.68,7.88666666666667,8.71166666666667,8.84333333333333,9.175,7.82166666666667,9.05333333333333,8.04833333333333,9.17333333333333,8.085,8.02666666666667,8.89166666666667,8.78166666666667,8.16833333333333,8.04333333333333,7.815,7.66666666666667,8.23666666666667,7.95833333333333,7.81333333333333,8.16333333333333,8.6,8.99333333333333,8.3,8.43333333333333,8.38833333333333,8.58333333333333,8.72666666666667,8.28166666666667,8.12166666666667,8.34333333333333,8.55166666666667,8.16,8.095,8.7,8.76333333333333,8.915,8.76333333333333,8.59833333333333,8.87166666666667,8.51166666666667,8.09,9.39666666666667,8.08833333333333,8.38333333333333,7.88333333333333,7.965,8.445,8.48666666666667,8.47666666666667,8.54666666666667,7.97833333333333,7.72333333333333,7.11333333333333,7.26833333333333,7.835,8.23666666666667,7.73166666666667,8.375,8.445,7.405,7.83,7.69833333333333,7.54333333333333,7.395,7.84166666666667,8.13,8.06833333333333,7.12333333333333,7.81166666666667,7.76,7.90666666666667,7.61,8.20333333333333,7.83,7.79166666666667,7.26166666666667,7.85833333333333,8.06,7.98,8.00333333333333,7.86666666666667,7.89,8.08666666666667,8.16333333333333,7.515,7.86333333333333,7.73666666666667,7.625,7.37666666666667,7.585,8.19833333333333,8.4,8.40333333333333,8.38666666666667,8.27166666666667,9.08666666666667,8.48666666666667,8.085,8.115,8.44166666666667,8.20666666666667,8.175,8.24666666666667,8.205,8.37333333333333,8.53166666666667,8.145,8.05833333333333,7.58333333333333,8.97,8.40666666666667,8.57166666666667,8.33,8.20166666666667,8.25833333333333,7.86,8.52,9.09166666666667,7.78,7.70166666666667,8.84666666666667,8.00666666666667,7.835,7.54166666666667,7.89,8.73666666666667,7.76166666666667,8.26,7.61666666666667,7.70833333333333,8.035,8.26833333333333,8.18666666666667,8.69333333333333,8.28666666666667,8.005,8.625,8.51,7.92833333333333,8.22,7.26833333333333,7.26166666666667,7.26333333333333,8.61166666666667,6.69,6.68333333333333,7.11333333333333,7.68666666666667,7.39666666666667,7.04,7.39166666666667,7.23666666666667,7.455,7.26333333333333,7.35666666666667,7.19666666666667,7.22333333333333,7.24666666666667,8.82666666666667,7.39333333333333,7.645,7.24666666666667,7.415,7.49833333333333,7.85333333333333,7.13333333333333,6.93
COL3A1,12.308,12.724,12.966,12.358,11.984,12.23,12.502,12.836,13.614,12.064,13.534,13.054,11.134,10.858,10.7,8.17,11.308,11.536,12.33,12.218,10.772,12.306,11.74,12.136,12.65,11.326,11.778,11.594,11.546,11.108,12.124,11.39,11.972,10.968,10.48,10.306,10.36,10.728,10.184,11.284,10.348,10.03,10.644,11.304,10.934,12.054,12.766,12.186,13.024,12.294,12.838,12.194,11.128,11.59,10.524,10.338,11.608,10.63,9.942,10.946,10.6,10.308,11.994,10.126,10.424,11.156,11.24,10.672,10.186,10.004,10.49,10.43,10.072,10.528,11.492,10.922,10.636,10.69,10.314,10.744,10.936,10.9,10.766,10.25,10.294,10.506,10.058,10.224,10.514,10.238,10.044,10.624,10.23,11.144,10.896,10.568,10.092,10.148,10.066,9.962,10.46,11.398,10.472,12.052,10.914,11.15,10.648,10.526,10.674,11.0,10.874,10.97,10.898,9.354,9.028,11.09,10.306,11.328,10.666,9.768,11.85,12.212,9.284,7.814,7.61,11.602,10.26,10.21,9.162,10.728,9.814,10.054,8.896,8.896,9.752,9.898,10.23,8.718,10.444,9.426,10.574,9.504,9.8,10.162,9.902,9.464,9.266,8.928,8.94,9.528,9.168,9.46,9.31,9.638,10.754,9.606,10.17,9.954,10.888,10.548,10.286,9.646,10.088,10.516,9.826,10.126,9.992,10.434,10.7,10.454,10.008,10.712,10.238,9.882,10.972,9.598,10.298,9.496,9.526,10.394,10.032,9.306,9.554,9.378,9.008,8.362,8.404,9.052,9.23,8.88,9.402,9.55,8.518,9.238,8.876,8.9,8.852,8.798,9.366,9.13,8.104,8.884,9.174,9.096,9.018,9.366,9.144,9.084,8.752,9.338,9.43,9.554,9.58,9.552,9.466,9.398,9.714,9.196,9.166,9.416,8.97,8.636,8.55,10.008,10.028,10.216,10.09,9.64,10.628,9.698,9.33,9.38,9.954,9.702,9.744,9.66,9.82,10.124,10.312,9.9,9.598,8.712,10.184,9.708,9.904,9.632,9.976,10.002,9.346,10.244,10.362,9.924,9.362,10.294,9.738,9.264,9.082,9.796,10.872,8.834,9.424,8.682,8.452,8.998,9.47,9.212,9.712,9.54,9.444,9.768,9.416,9.59,9.434,8.228,8.146,8.74,9.612,7.338,7.44,7.732,7.808,8.306,7.974,8.224,7.958,8.498,8.152,8.54,8.194,8.126,8.1,9.634,8.236,8.366,8.404,8.042,8.256,8.766,7.576,7.714
